english;polish
spherical;kulisty
spice;przyprawa
spick-and-span;nowiutki
spicy;dobrze przyprawiony
spider;pająk
spike;szpikulec
spill;rozlewać się
spin;wirować
spinach;szpinak
spinal;kręgowy
spin-dry;odwirowywać
spine;kręgosłup
spineless;bezkręgowy
spin-off;produkt uboczny
spinster;stara panna
spiral;spirala
spire;iglica
spirit;duch
spirited;żywy
spiritual;duchowy
spit;pluć
spite;złość
spiteful;złośliwy
splash;chlapać
spleen;śledziona
splendid;wspaniały
splendour;wspaniałość
splice;splatać
splint;szyna
splinter;drzazga
split;rozpadać się
splutter;prychać
spoil;psuć
spoke;szprycha
spokesman;rzecznik
spokesperson;rzecznik
spokeswoman;rzecznik
spongebag;kosmetyczka
spongy;gąbczasty
sponsor;sponsorować
sponsorship;patronat
spontaneous;spontaniczny
spooky;makabryczny
spool;rolka
spoon;łyżka
spoonful;łyżka
sporadic;sporadyczny
spore;zarodnik
sport;sport
sporting;sportowy
sports car;samochód sportowy
sportsman;sportowiec
sportswoman;sportowiec
spotless;nieskazitelny
spotlight;reflektor punktowy
spotted;nakrapiany
spotty;krostowaty
spouse;małżonek
spout;wyrzucać z siebie
sprain;wykręcać
sprat;szprot
sprawl;rozwalać się
spray;spray
spread;rozpościerać się
spread-eagled;z rozrzuconymi rękoma i nogami
spreadsheet;arkusz elektroniczny
spree;wyprawa
sprig;gałązka
sprightly;żwawy
spring;wiosna
springboard;trampolina
spring-clean;porządkować na wiosnę
springtime;wiosna
springy;elastyczny
sprinkle;posypywać
sprinkler;zraszacz
sprinkling;nieco
sprint;sprint
sprite;elf
sprout;kiełkować
spruce;świerk
spry;żywotny
spud;ziemniak
spur;ostroga
spurious;pozorny
spurn;odtrącać
spurt;tryskać
spy;szpieg
squabble;użerać się
squad;oddział
squadron;eskadra
squalid;brudny
squall;szkwał
squalor;nędza
squander;trwonić
squarely;prosto
squash;rozgniatać
squat;kucać
squawk;krzyczeć
squeak;piszczeć
squeaky;piszczący
squeal;piszczeć
squeamish;nerwowy
squeeze;ściskać
squid;kałamarnica
squiggle;zygzak
squint;patrzeć spode łba
squire;dziedzic
squirm;wiercić się
squirrel;wiewiórka
squirt;strzykać
Sr.;senior
Sri Lanka;Sri Lanka
SS;parowiec
St.;św.
sta.;stacja
stab;pchnąć
stability;stabilność
stabilize;stabilizować się
stabilizer;stabilizator
stable;stabilny
stadium;stadion
staff;personel
stag;jeleń
stage;stadium
stagecoach;dyliżans
stage-manage;reżyserować
stagger;zataczać się
stagnant;stojący
stagnate;wchodzić w zastój
staid;stateczny
stain;plama
stainless;nierdzewny
stair;stopień
staircase;schody
stairway;schody
stake;stawka
stale;czerstwy
stalemate;pat
stalk;łodyga
stall;stoisko
stallion;ogier
stalwart;wierny
stamina;wytrzymałość
stammer;jąkać się
stammerer;jąkała
stamp;znaczek pocztowy
stampede;wpadać w popłoch
stance;postawa
stand;stać
stand-alone;niezależny
standard;poziom
standardize;standaryzować
standby;niezawodny środek
stand-in;zastępca
standing;reputacja
stand-offish;oficjalny
standpoint;punkt widzenia
standstill;znajdować się w punkcie zerowym
staple;zszywka
stapler;zszywacz
star;gwiazda
starboard;sterburta
starch;krochmal
stare;spoglądać
starfish;rozgwiazda
stark;surowy
starlet;gwiazdka
starling;szpak
starry;rozgwieżdżony
starry-eyed;romantyczny
start;zaczynać się
starter;przystawka
starting point;punkt wyjścia
startle;zaskakiwać
starvation;głód
starve;głodować
state;stan
stated;określony
stately;majestatyczny
statement;stwierdzenie
statesman;mąż stanu
static;statyczny
station;stacja
stationary;stacjonarny
stationer;sprzedawca materiałów piśmiennych
stationery;materiały piśmienne
stationmaster;zawiadowca stacji
statistic;statystyczny
statistics;statystyka
statue;posąg
statuesque;posągowy
statuette;figurka
stature;postawa
status;status
statute;ustawa
statutory;ustawowy
staunch;wierny
stave off;zapobiegać
stay;pozostawać
STD;międzymiastowe połączenie automatyczne
steadfast;niezłomny
steady;stały
steak;stek
steal;kraść
stealth;skradanie się
stealthy;potajemny
steam;para
steamer;parowiec
steamroller;walec drogowy
steamy;zaparowany
steel;stal
steelworks;stalownia
steely;stalowy
steep;stromy
steeped;osadzony
steeple;wieża
steer;prowadzić
steering wheel;kierownica
stellar;gwiezdny
stem;pień
stench;smród
stencil;szablon
stepbrother;syn czyjegoś ojczyma lub macochy
stepchild;pasierb
stepdaughter;pasierbica
stepfather;ojczym
stepladder;drabina składana
stepmother;macocha
steppe;step
stepping-stone;kamień
stepsister;córka czyjegoś ojczyma lub macochy
stepson;pasierb
stereo;sprzęt stereo
stereotype;stereotyp
sterile;sterylny
sterilize;sterylizować
sterling;funt szterling
stern;surowy
stew;dusić
steward;steward
stewardess;stewardessa
stick;patyk
sticker;naklejka
sticking-plaster;przylepiec
stickler;pedant
sticky;lepki
stiff;sztywny
stiffen;sztywnieć
stifle;zduszać
stigma;piętno
stile;przejście
still;dalej
stillborn;martwo urodzony
stilt;pal
stilted;wysilony
stimulant;stymulant
stimulate;stymulować
stimulus;bodziec
sting;żądło
stingy;skąpy
stink;śmierdzieć
stinking;cholerny
stint;okres
stipulate;żądać
stir;mieszać
stirring;wzburzający
stirrup;strzemię
stitch;zszywać
stoat;gronostaj
stockade;palisada
stockbroker;makler
stocking;pończocha
stocktaking;inwentaryzacja
stocky;krępy
stodgy;ciężki
stoic;stoicki
stoke;podrzucać
stolid;flegmatyczny
stomach;żołądek
stomach-ache;ból brzucha
stomp;stąpać ciężko
stone-cold;lodowato zimny
stone-deaf;głuchy jak pień
stonework;ozdoby kamienne
stony;kamienisty
stool;stołek
stoop;przygarbiać się
stop;przestawać
stopgap;tymczasowe rozwiązanie
stopover;przerwa
stoppage;przerwanie pracy
stopper;korek
stopwatch;stoper
storage;magazynowanie
store;sklep
storehouse;magazyn
storeroom;magazyn
storey;piętro
stork;bocian
storm;burza
stormy;burzliwy
stout;pulchny
stove;piec
stow;chować
stowaway;pasażer na gapę
Str.;parowiec
straddle;stawać okrakiem
straggle;rozciągać się
straight;prosto
straightaway;od razu
straighten;wyprostowywać się
straightforward;prosty
strain;obciążenie
strained;wysilony
strait;cieśnina
strait-laced;pruderyjny
strand;pasmo
strange;dziwny
strangely;dziwnie
stranger;obcy
strangle;udusić
strangled;zduszony
stranglehold;trzymać coś w garści
strap;pasek
stratagem;fortel
strategic;strategiczny
strategist;strateg
strategy;strategia
stratum;warstwa
straw;słoma
strawberry;truskawka
stray;błądzić
streak;smuga
stream;nurt
streamer;serpentyna
streamline;nadawać opływowy kształt
street;ulica
streetcar;tramwaj
strength;siła
strengthen;wzmacniać
strenuous;wyczerpujący
stress;stres
stretch;rozciągać się
stretcher;nosze
strew;zarzucać
stricken;rażony
strict;surowy
strictly;wyłącznie
stride;kroczyć
strident;wrzaskliwy
strife;konflikty
striker;strajkujący
striking;uderzający
string;sznurek
stringent;ostry
stringy;włóknisty
strip;pasek
stripe;pasek
stripper;striptiserka
striptease;striptis
strive;usiłować
stroke;głaskać
stroll;przechadzać się
stroller;wózek
strong;silny
stronghold;forteca
strongroom;skarbiec
structural;strukturalny
structure;struktura
struggle;borykać się
strum;brzdąkać
strut;rozpora
stub;niedopałek
stubble;ściernisko
stubborn;uparty
stuck;utknąć
stuck-up;zarozumiały
stud;guzek
studded;nabijany
student;student
studied;wystudiowany
studio;pracownia
studious;sumienny
study;studiować
stuffing;nadzienie
stuffy;duszny
stumbling block;przeszkoda
stump;odłamek
stun;ogłuszać
stunt;wyczyn
stupefy;oszałamiać
stupendous;zdumiewający
stupid;głupi
stupidity;głupota
stupor;odurzenie
sturdy;wytrzymały
stutter;jąkać się
stutterer;jąkała
sty;chlew
style;styl
stylish;modny
stylize;stylizować
stylus;igła
Su.;niedziela
suave;gładki
sub;okręt podwodny
subconscious;podświadomy
subcontract;zlecać
subdivide;dzielić
subdue;przyprowadzić do porządku
subdued;przytłumiony
subject;temat
subjective;subiektywny
subjunctive;tryb łączący
sublet;podnajmować
sublime;wysublimowany
submarine;okręt podwodny
submerge;zanurzać się
submission;uległość
submissive;uległy
submit;ulegać
subnormal;opóźniony w rozwoju
subordinate;podporządkowywać
subscribe;przychylać się
subscriber;prenumerator
subscription;prenumerata
subsequent;późniejszy
subside;opadać
subsidence;osiadanie gruntu
subsidiary;dodatkowy
subsidize;dotować
subsidy;dotacja
subsist;przetrwać
substance;substancja
substandard;niedopuszczalny
substantial;znaczny
substantiate;udowadniać
substitute;zastępować
subterfuge;podstęp
subterranean;podziemny
subtitle;podpis
subtle;subtelny
subtlety;subtelność
subtract;odejmować
subtraction;odejmowanie
suburb;przedmieście
suburban;podmiejski
suburbia;tereny podmiejskie
subversive;wywrotowy
subway;przejście podziemne
succeed;zdołać
success;powodzenie
successful;zakończony powodzeniem
succession;ciąg
successive;kolejny
successor;następca
succinct;zwięzły
succulent;soczysty
succumb;ulegać
such;taki
suchlike;i temu podobne
suck;ssać
sucker;ssawka
suckle;dawać pierś do ssania
suction;ssanie
Sudan;Sudan
Sudanese;sudański
sudden;nagły
suddenly;nagle
Sudeten;Sudety
Sudetes;Sudety
suds;mydliny
sue;skarżyć do sądu
suéde;zamsz
suet;łój
suffer;cierpieć
sufferer;cierpiący
suffering;cierpienie
suffice;wystarczać
sufficient;wystarczający
suffix;sufiks
suffocate;dusić się
sugar;cukier
suggest;sugerować
suggestion;propozycja
suggestive;prowokujący
suicidal;samobójczy
suicide;samobójstwo
suitable;odpowiedni
suitcase;walizka
suite;apartament
suited;odpowiedni
suitor;konkurent
sulfur;siarka
sulk;dąsać się
sulky;nadąsany
sullen;ponury
sulphur;siarka
sultan;sułtan
sultana;rodzynka
sultry;parny
sum;suma
summarize;streszczać
summary;streszczenie
summer;lato
summerhouse;altana
summertime;lato
summing-up;podsumowanie
summon;wzywać
summons;wezwanie
sumptuous;wystawny
Sun.;niedziela
sun;słońce
sunbathe;opalać się
sunblock;krem przeciwsłoneczny
sunburn;oparzenie słoneczne
sunburnt;mocno opalony
sundae;puchar lodowy
Sunday;niedziela
sundial;zegar słoneczny
sundown;zachód słońca
sundry;różny
sunflower;słonecznik
sunglasses;okulary słoneczne
sunken;zatopiony
sunlamp;lampa kwarcowa
sunlight;słońce
sunny;słoneczny
sunrise;wschód słońca
sunset;zachód słońca
sunshade;parasolka
sunshine;słońce
sunstroke;porażenie słoneczne
suntan;opalenizna
super;fajny
superannuation;emerytura
superb;znakomity
supercilious;wyniosły
superficial;powierzchowny
superfluous;nadmierny
superhuman;nadludzki
superimpose;nakładać
superintend;nadzorować
superintendent;nadzorca
superior;wyższy rangą
superlative;najlepszy
supermarket;supermarket
supernatural;nadnaturalny
superpower;supermocarstwo
supersede;zastępować
supersonic;naddźwiękowy
superstition;przesąd
superstitious;przesądny
supervise;nadzorować
supervision;nadzór
supper;kolacja
supplant;zastępować
supple;gibki
supplement;uzupełniać
supplementary;dodatkowy
supplier;dostawca
supply;zaopatrywać
support;popierać
supporter;kibic
suppose;przypuszczać
supposed;domniemany
supposition;przypuszczenie
suppress;zdławiać
supremacy;przewaga
supreme;najwyższy
supt.;komisarz
surcharge;domagać się opłaty dodatkowej
surely;na pewno
surf;piana
surface;powierzchnia
surfboard;deska surfingowa
surfeit;przesyt
surge;poruszać się
surgeon;chirurg
surgery;operacja
surgical;chirurgiczny
surly;arogancki
surmise;domyślać się
surmount;pokonać
surname;nazwisko
surpass;przewyższać
surplus;nadwyżka
surprise;niespodzianka
surprising;zaskakujący
surreal;surrealistyczny
surrender;poddawać się
surreptitious;potajemny
surrogate;zastępczy
surround;otaczać
surrounding;otaczający
surveillance;obserwacja
survey;przyglądać się
surveyor;inspektor
survival;przetrwanie
survive;przeżywać
survivor;ocalały
susceptible;podatny
suspect;podejrzewać
suspend;zawieszać
suspender;podwiązka
suspense;napięcie
suspension;zawieszenie
suspicion;podejrzenie
suspicious;podejrzliwy
sustained;ciągły
sustenance;pożywienie
SW;płd.-zach.
swab;kłębek
swagger;kroczyć dumnie
Swahili;suahili
swallow;przełykać
swamp;moczary
swampy;podmokły
swan;łabędź
swap;zamieniać się
swapping;przemieszczenie zadań
swarm;rój
swarthy;smagły
swat;pacnąć
sway;chwiać się
swear;przysięgać
swear-word;przekleństwo
sweat;pot
sweater;sweter
sweatshirt;bluza
sweaty;wywołujący poty
Swede;Szwed
Sweden;Szwecja
Swedish;szwedzki
sweeper;zamiatacz
sweeping;półkolisty
sweepstake;totalizator
sweet;słodki
sweeten;słodzić
sweetheart;kochanie
swell;puchnąć
swelling;opuchlizna
sweltering;upalny
swerve;skręcać gwałtownie
swift;prędki
swig;chlapnąć sobie
swill;płukać
swimmer;pływak
swimming;pływanie
swimsuit;kostium kąpielowy
swindle;oszukiwać
swindler;oszust
swine;świnia
swing;huśtać się
swipe;uderzyć z zamachu
swirl;wirować
swish;chlastać
Swiss;szwajcarski
switch;przełącznik
switchback;kolejka
switchboard;centralka
Switzerland;Szwajcaria
swivel;obracać się
swollen;opuchnięty
swoon;omdlewać
swoop;spadać
sword;miecz
swordsman;fechmistrz
sworn;zaprzysięgły
swot;kuć
sycamore;jawor
sycophant;pochlebca
sycophantic;pochlebczy
syllable;sylaba
syllabus;program kursu
symbol;symbol
symbolic;symboliczny
symbolism;symbolizm
symbolize;symbolizować
symmetrical;symetryczny
symmetry;symetria
sympathetic;współczujący
sympathize;współczuć
sympathizer;sympatyk
sympathy;współczucie
symphonic;symfoniczny
symphony;symfonia
symptom;objaw
symptomatic;symptomatyczny
synagogue;synagoga
synchronize;synchronizować
syndicate;syndykat
syndrome;zespół
synonym;synonim
synonymous;synonimiczny
synopsis;streszczenie
syntactic;syntaktyczny
syntax;składnia
synthesis;synteza
synthesize;syntetyzować
synthetic;syntetyczny
syphilis;syfilis
Syria;Syria
Syrian;syryjski
syringe;strzykawka
syrup;syrop
system;system
systematic;systematyczny
systematize;systematyzować
T;temperatura
t.;czas
ta;dzięki
tab;etykietka
tabby;bury
table;stół
tablecloth;obrus
tablespoon;duża łyżka do nabieranie potraw
tablespoonful;duża łyżka
tablet;tabletka
tabloid;gazeta bulwarowa
taboo;tabu
tabulate;układać w tabelach
tacit;milczący
taciturn;małomówny
tack;gwóźdź tapicerski
tackle;brać się
tacky;paskudny
tact;takt
tactful;taktowny
tactical;taktyczny
tactics;taktyka
tactless;nietaktowny
tadpole;kijanka
tag;etykieta
tail;ogon
tailor;krawiec męski
tailor-made;wykonany na zamówienie
taint;psuć
Taiwan;Tajwan
Taiwanese;tajwański
takeaway;jedzenie na wynos
takeoff;start
takeout;jedzenie na wynos
takeover;przejęcie
takings;utarg
talc;talk
tale;opowieść
talent;talent
talented;utalentowany
talisman;talizman
talk;mówić
talkative;gadatliwy
talker;gaduła
tall;wysoki
tally;rachuba
talon;szpon
tame;oswojony
tamper;majstrować
tampon;tampon
tan;opalenizna
tandem;tandem
tang;ostry zapach
tangent;styczny
tangerine;mandarynka
tangible;konkretny
tangle;plątanina
tank;zbiornik
tankard;kufel metalowy
tanker;tankowiec
tantalize;zwodzić
tantamount;równoznaczny
tantrum;histeria
Tanzania;Tanzania
Tanzanian;tanzański
tap;kurek
tape;taśma
taper;zwężać się
tapestry;arras
tar;smoła
tardy;powolny
target;cel
tariff;cło przywozowe
tarmac;asfalt
tarnish;matować
tarpaulin;płótno żeglarskie
tarragon;estragon
tarry;pozostawać
tart;ciasto nadziewane
tartar;kamień nazębny
task;zadanie
tassel;pompon
taste;smak
tasteful;gustowny
tasteless;niegustowny
tasty;smakowity
ta-ta;cześć
Tatra;Tatry
tattered;obstrzępiony
tatters;w strzępach
tattoo;tatuować
tatty;brudny
taunt;drażnić
Taurus;Byk
taut;naprężony
tawdry;tandetny
tawny;brunatny
tax;podatek
taxable;podlegający opodatkowaniu
taxation;system podatkowy
tax-free;wolny od podatku
taxi;taksówka
taxpayer;podatnik
TB;gruźlica
tea;herbata
teach;uczyć
teacher;nauczyciel
teaching;nauczanie
teacup;filiżanka herbaty
teak;tek
team;zespół
teamwork;praca zespołowa
teapot;czajniczek
tear;łza
tearful;łzawy
tease;drażnić
teaspoon;łyżeczka do herbaty
teaspoonful;łyżeczka do herbaty
teat;sutek
teatime;pora picia herbaty
tea-towel;ścierka do naczyń
technical;techniczny
technicality;strona techniczna
technically;formalnie
technician;technik
technique;technika
technological;technologiczny
technology;technika
teddy;miś pluszowy
tedious;żmudny
teem;roić się
teenage;nastoletni
teenager;nastolatek
teens;
tee-shirt;koszulka trykotowa
teeter;chwiać się
teethe;ząbkować
teetotal;abstynencki
teetotaller;abstynent
TEFL;nauczanie języka angielskiego jako obcego
tel.;tel.
telecommunications;telekomunikacja
telegram;telegram
telegraph;telegraf
telegraphic;telegraficzny
telepathic;telepatyczny
telepathy;telepatia
telephonist;telefonista
telephoto lens;teleobiektyw
telescope;teleskop
telescopic;teleskopowy
teletext;telegazeta
teletype;dalekopis
teletypwriter;dalekopis
televise;nadawać przez telewizję
television;telewizja
telex;dalekopis
tell;mówić
teller;kasjer
telling;skuteczny
telltale;ostrzegawczy
telly;telewizja
temerity;zuchwałość
temp.;temperatura
temper;charakter
temperament;temperament
temperamental;kapryśny
temperance;umiar
temperate;umiarkowany
temperature;temperatura
tempest;burza
tempestuous;burzliwy
temple;świątynia
tempo;tempo
temporal;czasowy
temporary;czasowy
tempt;kusić
temptation;pokusa
ten;dziesięć
tenable;do utrzymania
tenacious;nieustępliwy
tenancy;dzierżawa
tenant;najemca lokalu
tend;skłaniać się
tendency;tendencja
tender;delikatny
tendon;ścięgno
tendril;wić
tenement;dom czynszowy
tenet;zasada
Tennessee;Tennessee
tenor;tenor
tense;napięty
tension;napięcie
tent;namiot
tentacle;macka
tentative;próbny
tenterhooks;siedzieć jak na szpilkach
tenth;dziesiąty
tenuous;wątły
tenure;czynsz
tepid;letni
term;termin
terminal;śmiertelny
terminate;zakańczać
terminology;terminologia
terminus;duża stacja końcowa
termite;termit
terrace;zabudowa szeregowa
terraced;z tarasami
terrain;teren
terrible;straszny
terrific;strasznie fajny
terrify;przerażać
territorial;terytorialny
territory;terytorium
terror;przerażenie
terrorism;terroryzm
terrorist;terrorysta
terroristic;terrorystyczny
terrorize;terroryzować
terror-stricken;przerażony
terse;oschły
TESL;nauczanie angielskiego jako języka drugiego
test;sprawdzać
testament;testament
testicle;jądro
testify;składać zeznania
testimony;zeznanie
tetanus;tężec
tether;przywiązywać
Texan;teksaski
Texas;Teksas
text;tekst
textbook;podręcznik
textiles;przemysł tekstylny
texture;faktura
Th.;czwartek
Thames;Tamiza
than;z niż
thank;dziękować
thankful;szczęśliwy
thankless;niewdzięczny
Thanksgiving;święto dziękczynienia
that;ten
thatched;kryty strzechą
thaw;odwilż
theatre;teatr
theatre-goer;teatroman
theatrical;teatralny
theft;kradzież
their;ich
theirs;ich
theme;temat
themselves;się
then;wtedy
theology;teologia
theorem;twierdzenie
theoretical;teoretyczny
theorize;teoretyzować
theory;teoria
therapeutic;terapeutyczny
therapist;terapeuta
therapy;terapia
thereabouts;w pobliżu
thereafter;później
thereby;skutkiem tego
therefore;dlatego
therein;w tym
thermal;termiczny
thermometer;termometr
thermos;termos
thermostat;termostat
thesaurus;tezaurus
thesis;teza
they;oni
thick;gruby
thicken;gęstnieć
thicket;gęstwina
thickness;grubość
thickset;krępy
thick-skinned;gruboskórny
thief;złodziej
thigh;udo
thimble;naparstek
thin;cienki
thing;rzecz
thingamabob;takie coś
think;myśleć
thinker;myśliciel
third;trzeci
thirdly;po trzecie
third-rate;trzeciorzędny
thirst;pragnienie
thirsty;spragniony
thirteen;trzynaście
thirteenth;trzynasty
thirtieth;trzydziesty
thirty;trzydzieści
this;ten
thistle;oset
thong;rzemień
thorn;cierń
thorough;drobiazgowy
thoroughfare;arteria
though;chociaż
thought;myśl
thoughtful;zamyślony
thoughtless;bezmyślny
thousand;tysiąc
thousandth;tysięczny
thread;nić
threadbare;wytarty
threat;groźba
threaten;grozić
three;trzy
three-dimensional;trójwymiarowy
three-quarters;trzy czwarte
thresh;młócić
threshold;próg
thrift;oszczędność
thrifty;oszczędny
thrill;dreszcz
thriller;dreszczowiec
thrive;prosperować
throat;gardło
throb;dudnić
throes;w samym środku czegoś
throne;tron
throng;ciżba
throttle;dusić
throughout;przez cały czas
throw;rzucać
throwaway;jednorazowy
thrush;drozd
thrust;pchać
Thu.;czwartek
thud;głuchy łomot
thug;zbir
thumb;kciuk
thumbtack;pinezka
thump;walić
thunder;grzmot
thunderbolt;uderzenie pioruna
thunderous;grzmiący
thunderstorm;burza z piorunami
Thursday;czwartek
thus;toteż
thwart;unicestwić
thyme;tymianek
tiara;diadem
tic;tik
tick;ptaszek
ticket;bilet
tickle;łaskotać
ticklish;delikatny
tidal;pływowy
tidbit;dobry kąsek
tide;pływ
tidy;schludny
tie;wiązać
tier;rząd
tiff;sprzeczka
tiger;tygrys
tight;ciasny
tighten;zaciskać się
tight-fisted;skąpy
tightrope;lina do akrobatyki
tile;płytka
till;aż do
tilt;przechylać się
timber;drewno
timeless;wieczny
timely;aktualny
timer;minutnik
timetable;rozkład
timid;nieśmiały
timing;poczucie czasu
timpani;kotły
tin;cyna
tinfoil;folia aluminiowa
tinge;odcień
tinged;zabarwiony
tingle;kłuć
tinker;kotlarz
tinkle;brzęczeć
tinned;konserwowy
tinny;jazgotliwy
tin-opener;otwieracz do konserw
tinsel;girlanda bożonarodzeniowa
tint;barwa
tinted;kolorowy
tiny;malutki
tip;koniec
tip-off;poufna informacja
tipped;zakończony
tipple;trunek
tipsy;wstawiony
tiptoe;iść na palcach
tire;opona
tired;zmęczony
tireless;niezmordowany
tiresome;męczący
tiring;nużący
tissue;tkanka
tit;sikorka
titbit;dobry kąsek
titillate;łechtać
titivate;wysztafirować
title;tytuł
titled;utytułowany
title-holder;zdobywca tytułu
titter;chichotać
tittle-tattle;plotka
titular;tytularny
to;
toad;ropucha
toadstool;grzyb trujący
toaster;opiekacz do grzanek
tobacco;tytoń
tobacconist;sklep z papierosami
today;dzisiaj
toddle;dreptać
toddler;pędrak
toddy;grog
to-do;wrzawa
toe;palec u nogi
toenail;paznokieć palca nogi
toffee;toffi
together;razem
toil;trudzić się
toilet;toaleta
toiletries;przybory toaletowe
token;kupon
Tokyo;Tokio
tolerable;znośny
tolerance;wyrozumiałość
tolerant;tolerancyjny
tolerate;tolerować
toll;bić
tomato;pomidor
tomb;grobowiec
tomboy;chłopczyca
tombstone;płyta nagrobna
tomcat;kocur
tomorrow;jutro
ton;tona
tone;ton
tone-deaf;niemuzykalny
tongs;szczypce
tongue;język
tongue-tied;zapomnieć języka za zębami
tongue-twister;wyrażenie trudne do wymówienia
tonic;tonik
tonight;dzisiaj wieczorem
tonnage;tonaż
tonne;tona
tonsil;migdałek
tonsillitis;zapalenie migdałków
too;też
tool;narzędzie
toot;trąbić
tooth;ząb
toothache;ból zęba
toothbrush;szczoteczka do zębów
toothpaste;pasta do zębów
toothpick;wykałaczka
top-heavy;przeciążony na górze
topic;temat
topical;aktualny
top-level;na najwyższym szczeblu
topmost;najwyższy
topping;wierzch
topple;przewracać się
top-secret;ściśle tajny
top-up;dolewka
torch;latarka
torment;męka
tormentor;dręczyciel
torn;rozdarty
tornado;tornado
torpedo;torpeda
torrent;potok
torso;tors
tortoise;żółw
tortoiseshell;szylkret
tortuous;kręty
torture;tortura
Tory;torys
toss;rzucać się
tot;berbeć
total;ogólna liczba
totalitarian;totalitarny
totter;zataczać się
touch;dotykać się
touchdown;lądowanie
touching;wzruszający
touchy;drażliwy
tough;twardy
toughen;wzmacniać
toupee;mała peruka
tour;podróż
tourism;turystyka
tourist;turysta
tournament;turniej
tousled;rozczochrany
tout;reklamować
tow;holować
toward;w kierunku
towel;ręcznik
towelling;tkanina froté
tower;wieża
towering;wyniosły
towpath;ścieżka
towrope;lina holownicza
toxic;toksyczny
toy;zabawka
tr.;tłum.
trace;wyśledzić
tracing;kopia
track;szlak
tracker;tropiciel
tracksuit;dres
tract;traktat
tractor;traktor
trade;handel
trademark;znak firmowy
trader;handlarz
tradesman;handlowiec
tradition;tradycja
traditional;tradycyjny
traffic;ruch drogowy
tragedy;tragedia
tragic;tragiczny
trail;ścieżka
trailer;przyczepa
train;pociąg
trained;szkolony
trainee;praktykant
trainer;trener
traipse;włóczyć się
trait;cecha
traitor;zdrajca
tram;tramwaj
tramp;tramp
trample;deptać
trampoline;trampolina
trance;trans
tranquil;spokojny
trans.;tłum.
transact;przeprowadzać
transaction;transakcja
transcend;przekraczać
transcendental;transcendentny
transcribe;transkrybować
transcript;zapis
transfer;przenosić
transform;przekształcać
transformer;transformator
transfuse;przetaczać
transfusion;transfuzja
transient;efemeryczny
transistor;tranzystor
transit;tranzyt
transition;przejście
transitive;przechodni
transitory;przejściowy
transl.;tłum.
translate;tłumaczyć
translation;tłumaczenie
translator;tłumacz
transmission;przenoszenie
transmit;przesyłać
transmitter;przekaźnik
transparency;przezroczystość
transparent;przezroczysty
transpire;okazywać się
transplant;przeszczepiać
transport;transport
transportation;transport
transverse;poprzeczny
transvestite;transwestyta
trap;pułapka
trapdoor;zapadnia
trapeze;trapez
trapper;traper
trappings;atrybuty
trash;śmieci
trashcan;kubeł na śmieci
trashy;bezwartościowy
trauma;uraz
traumatic;traumatyczny
travel;podróżować
traverse;przecinać
travesty;trawestacja
trawler;trawler
tray;taca
treacherous;zdradliwy
treachery;zdrada
treacle;syrop
tread;deptać
treas.;skarbnik
treason;zdrada
treasure;skarb
treasurer;skarbnik
treasury;skarbnica
treat;traktować
treatise;rozprawa
treatment;leczenie
treaty;traktat
treble;potrójny
tree;drzewo
treetop;korona drzewa
trek;podróżować
tremble;drżeć
tremendous;ogromny
tremor;drżenie
trench;rów
trend;trend
trendy;modny
trepidation;przestrach
trespass;wtargnąć
trespasser;człowiek naruszający cudzy teren
tress;warkocz
triangle;trójkąt
triangular;trójkątny
tribal;plemienny
tribe;plemię
tribesman;członek szczepu
tribunal;trybunał
tributary;dopływ
tribute;hołd
trice;w mgnieniu oka
trick;oszukiwać
trickery;oszustwo
trickle;ciec strużką
tricky;podstępny
trifle;drobiazg
trifling;nieważny
trigger;język spustowy
trilogy;trylogia
trimming;ozdóbka
trinket;świecidełko
trio;trio
trip;wycieczka
tripartite;trójstronny
tripe;flaki
triple;potrójny
triplets;trojaczki
tripod;statyw
trite;banalny
triumph;triumf
triumphal;triumfalny
trivia;banały
trivial;nie znaczący
trolley;wózek
trombone;puzon
troop;oddział
trooper;żołnierz
trophy;trofeum
tropic;zwrotnik
tropical;tropikalny
trot;kłusować
trouble;problem
troubled;zmartwiony
troublemaker;sprawca kłopotów
troublesome;kłopotliwy
trough;koryto
troupe;trupa
trousers;spodnie
trout;pstrąg
trowel;łopatka ogrodnicza
truancy;wagary
truant;wagarowicz
truce;rozejm
truck;ciężarówka
truculent;wojowniczy
trudge;iść z trudem
true;prawdziwy
truffle;trufel
truly;naprawdę
trump;atut
trumpet;trąbka
trumpeter;trębacz
truncate;obcinać
truncheon;pałka
trundle;toczyć się
trunk;pień
trust;wierzyć
trustee;powiernik
trustful;ufny
trusting;ufny
trustworthy;godny zaufania
trusty;zaufany
truth;prawda
truthful;prawdziwy
try;próbować
trying;dojmujący
T-shirt;koszulka trykotowa
TU;związek zawodowy
Tu.;wtorek
tub;kadź
tuba;tuba
tubby;przysadzisty
tube;rura
tuber;bulwa
tubercular;gruźliczy
tuberculosis;gruźlica
tubing;rury
tubular;rurkowy
tuck;wpychać
Tues.;wtorek
Tuesday;wtorek
tuft;kępka
tug;ciągnąć
tuition;nauka
tulip;tulipan
tumbler;szklanka
tummy;brzuszek
tumour;guz
tumult;wrzawa
tuna;tuńczyk
tuneful;melodyjny
tunic;bluza
Tunisia;Tunezja
Tunisian;tunezyjski
tunnel;tunel
turban;turban
turbine;turbina
